date,product_id,source,review_text,rating,user_id
2024-01-10,prod2,amazon,"Satisfied, but camera could be better",4,user_0
2024-04-05,prod1,amazon,Poor build quality,1,user_1
2024-03-13,prod2,amazon,Poor build quality,3,user_2
2024-08-18,prod2,amazon,Good value for money,1,user_3
2024-10-24,prod2,amazon,Poor build quality,2,user_4
2024-03-08,prod2,amazon,Poor build quality,1,user_5
2024-10-17,prod3,amazon,Poor build quality,2,user_6
2024-09-02,prod1,amazon,Good value for money,4,user_7
2024-07-04,prod2,amazon,Poor build quality,1,user_8
2024-01-06,prod2,amazon,"Satisfied, but camera could be better",4,user_9
2024-09-08,prod2,amazon,Terrible customer service,2,user_10
2024-05-01,prod2,amazon,Poor build quality,2,user_11
2024-08-29,prod3,amazon,"Satisfied, but camera could be better",3,user_12
2024-07-27,prod2,amazon,Terrible customer service,5,user_13
2024-09-12,prod3,amazon,Terrible customer service,4,user_14
2024-09-02,prod2,amazon,"Great product, battery lasts long",3,user_15
2024-07-31,prod1,amazon,Poor build quality,5,user_16
2024-06-12,prod2,amazon,Terrible customer service,1,user_17
2024-08-27,prod1,amazon,Good value for money,1,user_18
2024-03-11,prod3,amazon,Poor build quality,3,user_19
2024-07-01,prod1,amazon,"Great product, battery lasts long",1,user_20
2024-10-26,prod3,amazon,Terrible customer service,1,user_21
2024-01-08,prod3,amazon,Terrible customer service,4,user_22
2024-02-22,prod2,amazon,"Great product, battery lasts long",2,user_23
2024-06-02,prod2,amazon,Terrible customer service,2,user_24
2024-09-23,prod2,amazon,Terrible customer service,5,user_25
2024-07-15,prod3,amazon,Terrible customer service,5,user_26
2024-05-11,prod1,amazon,Good value for money,1,user_27
2024-03-02,prod3,amazon,Poor build quality,5,user_28
2024-02-29,prod2,amazon,"Satisfied, but camera could be better",1,user_29
2024-09-17,prod1,amazon,Good value for money,3,user_30
2024-02-25,prod2,amazon,"Satisfied, but camera could be better",3,user_31
2024-01-31,prod2,amazon,Poor build quality,1,user_32
2024-09-03,prod2,amazon,Poor build quality,1,user_33
2024-02-15,prod3,amazon,"Satisfied, but camera could be better",2,user_34
2024-03-04,prod2,amazon,"Great product, battery lasts long",1,user_35
2024-06-18,prod2,amazon,"Great product, battery lasts long",4,user_36
2024-02-06,prod3,amazon,"Satisfied, but camera could be better",5,user_37
2024-03-29,prod3,amazon,Terrible customer service,4,user_38
2024-07-10,prod1,amazon,"Great product, battery lasts long",2,user_39
2024-01-01,prod1,amazon,"Satisfied, but camera could be better",1,user_40
2024-01-17,prod3,amazon,"Great product, battery lasts long",1,user_41
2024-06-11,prod3,amazon,"Great product, battery lasts long",4,user_42
2024-07-17,prod1,amazon,"Great product, battery lasts long",3,user_43
2024-04-22,prod2,amazon,"Satisfied, but camera could be better",2,user_44
2024-10-14,prod1,amazon,Poor build quality,4,user_45
2024-02-15,prod1,amazon,"Satisfied, but camera could be better",5,user_46
2024-02-27,prod3,amazon,Poor build quality,1,user_47
2024-09-05,prod2,amazon,Poor build quality,5,user_48
2024-03-07,prod3,amazon,Good value for money,5,user_49
2024-01-01,prod3,amazon,Poor build quality,3,user_50
2024-02-18,prod1,amazon,Good value for money,2,user_51
2024-01-28,prod3,amazon,Terrible customer service,2,user_52
2024-02-10,prod3,amazon,"Satisfied, but camera could be better",1,user_53
2024-05-21,prod2,amazon,Good value for money,5,user_54
2024-10-01,prod3,amazon,Poor build quality,3,user_55
2024-05-26,prod2,amazon,"Great product, battery lasts long",4,user_56
2024-04-08,prod2,amazon,Terrible customer service,3,user_57
2024-07-30,prod3,amazon,"Satisfied, but camera could be better",5,user_58
2024-06-05,prod3,amazon,Good value for money,1,user_59
2024-08-23,prod3,amazon,Good value for money,5,user_60
2024-09-17,prod2,amazon,Terrible customer service,5,user_61
2024-08-30,prod1,amazon,Good value for money,2,user_62
2024-10-03,prod1,amazon,Terrible customer service,5,user_63
2024-02-16,prod3,amazon,"Satisfied, but camera could be better",5,user_64
2024-08-28,prod3,amazon,Good value for money,1,user_65
2024-06-11,prod1,amazon,"Great product, battery lasts long",5,user_66
2024-03-22,prod3,amazon,Terrible customer service,3,user_67
2024-05-20,prod1,amazon,Poor build quality,1,user_68
2024-01-06,prod2,amazon,"Great product, battery lasts long",1,user_69
2024-09-19,prod3,amazon,"Satisfied, but camera could be better",5,user_70
2024-04-23,prod3,amazon,"Great product, battery lasts long",2,user_71
2024-06-19,prod1,amazon,Terrible customer service,3,user_72
2024-06-06,prod2,amazon,Poor build quality,1,user_73
2024-09-16,prod1,amazon,"Great product, battery lasts long",5,user_74
2024-08-19,prod2,amazon,Poor build quality,5,user_75
2024-06-26,prod1,amazon,Poor build quality,5,user_76
2024-03-24,prod1,amazon,"Great product, battery lasts long",1,user_77
2024-10-24,prod2,amazon,Terrible customer service,3,user_78
2024-09-26,prod1,amazon,Good value for money,5,user_79
2024-03-17,prod1,amazon,"Satisfied, but camera could be better",3,user_80
2024-02-09,prod2,amazon,"Great product, battery lasts long",3,user_81
2024-06-18,prod1,amazon,Terrible customer service,1,user_82
2024-03-21,prod1,amazon,Terrible customer service,2,user_83
2024-02-19,prod2,amazon,Terrible customer service,5,user_84
2024-03-24,prod2,amazon,Poor build quality,5,user_85
2024-01-12,prod1,amazon,"Great product, battery lasts long",2,user_86
2024-03-21,prod2,amazon,"Great product, battery lasts long",2,user_87
2024-05-04,prod1,amazon,"Satisfied, but camera could be better",4,user_88
2024-07-26,prod1,amazon,"Great product, battery lasts long",3,user_89
2024-08-07,prod3,amazon,Terrible customer service,2,user_90
2024-10-14,prod1,amazon,Poor build quality,4,user_91
2024-05-20,prod3,amazon,Good value for money,1,user_92
2024-07-13,prod1,amazon,"Great product, battery lasts long",5,user_93
2024-05-05,prod3,amazon,Poor build quality,3,user_94
2024-07-24,prod2,amazon,Poor build quality,4,user_95
2024-08-07,prod3,amazon,Terrible customer service,3,user_96
2024-03-12,prod2,amazon,"Satisfied, but camera could be better",3,user_97
2024-04-06,prod3,amazon,Poor build quality,5,user_98
2024-09-03,prod3,amazon,Poor build quality,1,user_99
2024-01-26,prod2,amazon,"Satisfied, but camera could be better",3,user_100
2024-08-22,prod2,amazon,Good value for money,2,user_101
2024-05-30,prod1,amazon,"Great product, battery lasts long",4,user_102
2024-06-03,prod3,amazon,Poor build quality,5,user_103
2024-06-27,prod3,amazon,"Great product, battery lasts long",4,user_104
2024-03-02,prod1,amazon,"Great product, battery lasts long",5,user_105
2024-04-18,prod1,amazon,Terrible customer service,1,user_106
2024-10-22,prod3,amazon,Poor build quality,1,user_107
2024-09-08,prod1,amazon,Good value for money,5,user_108
2024-01-21,prod1,amazon,Good value for money,1,user_109
2024-06-30,prod1,amazon,Good value for money,4,user_110
2024-03-11,prod1,amazon,Good value for money,2,user_111
2024-01-27,prod1,amazon,Terrible customer service,1,user_112
2024-02-19,prod2,amazon,Terrible customer service,5,user_113
2024-01-19,prod1,amazon,"Satisfied, but camera could be better",2,user_114
2024-05-26,prod3,amazon,"Great product, battery lasts long",2,user_115
2024-05-15,prod2,amazon,Good value for money,3,user_116
2024-03-15,prod2,amazon,Terrible customer service,5,user_117
2024-04-12,prod3,amazon,"Great product, battery lasts long",1,user_118
2024-04-17,prod3,amazon,"Satisfied, but camera could be better",3,user_119
2024-07-04,prod2,amazon,"Great product, battery lasts long",3,user_120
2024-04-03,prod2,amazon,"Satisfied, but camera could be better",2,user_121
2024-02-26,prod3,amazon,"Great product, battery lasts long",2,user_122
2024-07-15,prod2,amazon,Poor build quality,2,user_123
2024-01-17,prod3,amazon,"Satisfied, but camera could be better",4,user_124
2024-07-30,prod3,amazon,"Satisfied, but camera could be better",3,user_125
2024-05-16,prod2,amazon,Terrible customer service,3,user_126
2024-07-11,prod3,amazon,"Great product, battery lasts long",5,user_127
2024-08-11,prod1,amazon,Good value for money,3,user_128
2024-04-07,prod2,amazon,Poor build quality,2,user_129
2024-08-26,prod2,amazon,"Great product, battery lasts long",5,user_130
2024-05-30,prod3,amazon,"Satisfied, but camera could be better",3,user_131
2024-04-16,prod1,amazon,Good value for money,5,user_132
2024-01-08,prod1,amazon,"Satisfied, but camera could be better",4,user_133
2024-03-01,prod1,amazon,"Great product, battery lasts long",1,user_134
2024-02-29,prod3,amazon,"Great product, battery lasts long",4,user_135
2024-04-25,prod2,amazon,Terrible customer service,4,user_136
2024-05-30,prod2,amazon,Good value for money,2,user_137
2024-08-04,prod1,amazon,Terrible customer service,2,user_138
2024-02-06,prod3,amazon,Poor build quality,5,user_139
2024-06-11,prod3,amazon,Terrible customer service,4,user_140
2024-08-20,prod3,amazon,Terrible customer service,4,user_141
2024-01-19,prod1,amazon,"Great product, battery lasts long",2,user_142
2024-06-27,prod1,amazon,Poor build quality,1,user_143
2024-03-07,prod1,amazon,Poor build quality,4,user_144
2024-08-15,prod3,amazon,"Great product, battery lasts long",2,user_145
2024-03-10,prod3,amazon,Good value for money,1,user_146
2024-04-13,prod1,amazon,Terrible customer service,2,user_147
2024-09-02,prod3,amazon,"Satisfied, but camera could be better",4,user_148
2024-04-21,prod2,amazon,"Great product, battery lasts long",4,user_149
2024-06-02,prod3,amazon,"Great product, battery lasts long",5,user_150
2024-06-29,prod1,amazon,Poor build quality,1,user_151
2024-09-06,prod1,amazon,Poor build quality,2,user_152
2024-03-08,prod3,amazon,Poor build quality,1,user_153
2024-02-12,prod1,amazon,"Satisfied, but camera could be better",1,user_154
2024-04-17,prod2,amazon,Good value for money,2,user_155
2024-04-16,prod3,amazon,"Great product, battery lasts long",4,user_156
2024-06-18,prod1,amazon,Good value for money,5,user_157
2024-10-10,prod3,amazon,Poor build quality,2,user_158
2024-03-09,prod1,amazon,Poor build quality,3,user_159
2024-02-29,prod1,amazon,"Satisfied, but camera could be better",4,user_160
2024-08-26,prod2,amazon,Terrible customer service,3,user_161
2024-03-17,prod1,amazon,Terrible customer service,2,user_162
2024-03-19,prod2,amazon,"Satisfied, but camera could be better",3,user_163
2024-09-14,prod2,amazon,Poor build quality,4,user_164
2024-07-31,prod2,amazon,Poor build quality,5,user_165
2024-06-02,prod1,amazon,Good value for money,5,user_166
2024-01-22,prod3,amazon,Good value for money,2,user_167
2024-04-19,prod1,amazon,Good value for money,1,user_168
2024-09-18,prod2,amazon,"Satisfied, but camera could be better",2,user_169
2024-04-22,prod1,amazon,"Satisfied, but camera could be better",4,user_170
2024-04-16,prod2,amazon,"Great product, battery lasts long",2,user_171
2024-10-20,prod3,amazon,Poor build quality,4,user_172
2024-04-30,prod3,amazon,"Satisfied, but camera could be better",1,user_173
2024-03-07,prod1,amazon,Poor build quality,3,user_174
2024-05-28,prod1,amazon,Poor build quality,4,user_175
2024-01-04,prod3,amazon,Poor build quality,1,user_176
2024-07-15,prod3,amazon,"Satisfied, but camera could be better",3,user_177
2024-02-25,prod3,amazon,Terrible customer service,2,user_178
2024-03-27,prod2,amazon,"Satisfied, but camera could be better",3,user_179
2024-03-09,prod2,amazon,"Great product, battery lasts long",5,user_180
2024-07-01,prod2,amazon,Poor build quality,2,user_181
2024-02-10,prod1,amazon,"Satisfied, but camera could be better",4,user_182
2024-03-10,prod3,amazon,"Great product, battery lasts long",4,user_183
2024-05-13,prod1,amazon,Poor build quality,3,user_184
2024-01-17,prod2,amazon,Poor build quality,2,user_185
2024-05-25,prod3,amazon,Poor build quality,2,user_186
2024-05-14,prod1,amazon,Terrible customer service,4,user_187
2024-10-14,prod2,amazon,Poor build quality,4,user_188
2024-03-25,prod2,amazon,Good value for money,5,user_189
2024-08-10,prod1,amazon,Good value for money,2,user_190
2024-04-11,prod3,amazon,Terrible customer service,1,user_191
2024-04-15,prod1,amazon,Poor build quality,1,user_192
2024-08-14,prod3,amazon,"Satisfied, but camera could be better",4,user_193
2024-04-23,prod1,amazon,Poor build quality,4,user_194
2024-07-16,prod2,amazon,"Satisfied, but camera could be better",5,user_195
2024-04-25,prod2,amazon,"Satisfied, but camera could be better",5,user_196
2024-02-18,prod3,amazon,Poor build quality,2,user_197
2024-05-26,prod1,amazon,Good value for money,5,user_198
2024-04-04,prod1,amazon,"Great product, battery lasts long",3,user_199
2024-09-11,prod3,amazon,Good value for money,5,user_200
2024-07-02,prod2,amazon,"Satisfied, but camera could be better",3,user_201
2024-09-13,prod1,amazon,"Satisfied, but camera could be better",1,user_202
2024-05-13,prod2,amazon,Terrible customer service,4,user_203
2024-01-28,prod3,amazon,"Great product, battery lasts long",5,user_204
2024-10-07,prod3,amazon,"Satisfied, but camera could be better",1,user_205
2024-08-06,prod1,amazon,Poor build quality,1,user_206
2024-07-24,prod2,amazon,"Great product, battery lasts long",2,user_207
2024-03-20,prod1,amazon,"Satisfied, but camera could be better",5,user_208
2024-06-14,prod1,amazon,"Great product, battery lasts long",5,user_209
2024-04-13,prod1,amazon,Good value for money,1,user_210
2024-07-29,prod3,amazon,"Great product, battery lasts long",3,user_211
2024-02-24,prod3,amazon,Good value for money,1,user_212
2024-01-30,prod1,amazon,"Great product, battery lasts long",5,user_213
2024-06-30,prod2,amazon,Good value for money,4,user_214
2024-01-20,prod1,amazon,Good value for money,4,user_215
2024-01-31,prod1,amazon,Poor build quality,4,user_216
2024-02-15,prod2,amazon,Good value for money,1,user_217
2024-05-19,prod1,amazon,"Satisfied, but camera could be better",3,user_218
2024-06-12,prod2,amazon,Terrible customer service,3,user_219
2024-06-29,prod2,amazon,Poor build quality,4,user_220
2024-05-27,prod3,amazon,"Great product, battery lasts long",5,user_221
2024-06-23,prod2,amazon,"Satisfied, but camera could be better",1,user_222
2024-01-15,prod1,amazon,Terrible customer service,3,user_223
2024-07-12,prod1,amazon,"Satisfied, but camera could be better",1,user_224
2024-09-06,prod1,amazon,Poor build quality,3,user_225
2024-03-24,prod3,amazon,Poor build quality,5,user_226
2024-02-12,prod1,amazon,Good value for money,1,user_227
2024-10-17,prod1,amazon,Good value for money,4,user_228
2024-04-03,prod3,amazon,Poor build quality,4,user_229
2024-09-30,prod2,amazon,Poor build quality,5,user_230
2024-02-23,prod1,amazon,"Great product, battery lasts long",4,user_231
2024-03-20,prod3,amazon,"Great product, battery lasts long",4,user_232
2024-03-30,prod1,amazon,"Satisfied, but camera could be better",1,user_233
2024-03-05,prod1,amazon,Good value for money,5,user_234
2024-07-16,prod3,amazon,"Satisfied, but camera could be better",1,user_235
2024-05-01,prod1,amazon,Good value for money,2,user_236
2024-01-04,prod1,amazon,Terrible customer service,2,user_237
2024-03-16,prod3,amazon,Good value for money,4,user_238
2024-06-01,prod3,amazon,Terrible customer service,2,user_239
2024-04-28,prod1,amazon,Poor build quality,3,user_240
2024-05-14,prod3,amazon,Terrible customer service,1,user_241
2024-02-20,prod2,amazon,Good value for money,2,user_242
2024-03-19,prod3,amazon,Good value for money,5,user_243
2024-03-10,prod3,amazon,Good value for money,4,user_244
2024-07-12,prod1,amazon,"Great product, battery lasts long",5,user_245
2024-06-10,prod1,amazon,Poor build quality,5,user_246
2024-10-07,prod3,amazon,Poor build quality,5,user_247
2024-05-19,prod2,amazon,Poor build quality,1,user_248
2024-02-15,prod1,amazon,Good value for money,5,user_249
2024-06-18,prod1,amazon,"Great product, battery lasts long",4,user_250
2024-01-19,prod3,amazon,Poor build quality,2,user_251
2024-06-24,prod3,amazon,"Great product, battery lasts long",4,user_252
2024-05-18,prod1,amazon,Terrible customer service,1,user_253
2024-07-07,prod2,amazon,"Great product, battery lasts long",1,user_254
2024-06-06,prod2,amazon,Good value for money,4,user_255
2024-07-13,prod1,amazon,"Satisfied, but camera could be better",1,user_256
2024-01-03,prod3,amazon,Terrible customer service,5,user_257
2024-09-19,prod2,amazon,"Satisfied, but camera could be better",4,user_258
2024-06-06,prod1,amazon,"Satisfied, but camera could be better",3,user_259
2024-03-25,prod3,amazon,Good value for money,3,user_260
2024-09-25,prod2,amazon,Terrible customer service,1,user_261
2024-03-27,prod1,amazon,Good value for money,4,user_262
2024-08-13,prod2,amazon,Terrible customer service,1,user_263
2024-02-25,prod3,amazon,"Great product, battery lasts long",1,user_264
2024-02-03,prod3,amazon,Poor build quality,1,user_265
2024-07-30,prod2,amazon,Terrible customer service,2,user_266
2024-08-18,prod2,amazon,"Satisfied, but camera could be better",2,user_267
2024-03-02,prod2,amazon,Terrible customer service,2,user_268
2024-09-30,prod3,amazon,Poor build quality,4,user_269
2024-05-21,prod1,amazon,Poor build quality,1,user_270
2024-01-12,prod1,amazon,Good value for money,3,user_271
2024-08-18,prod3,amazon,Terrible customer service,1,user_272
2024-10-19,prod1,amazon,"Great product, battery lasts long",1,user_273
2024-09-03,prod3,amazon,Poor build quality,4,user_274
2024-04-14,prod2,amazon,Good value for money,2,user_275
2024-07-24,prod1,amazon,Good value for money,4,user_276
2024-08-23,prod1,amazon,"Satisfied, but camera could be better",4,user_277
2024-07-28,prod2,amazon,Terrible customer service,4,user_278
2024-04-28,prod2,amazon,"Satisfied, but camera could be better",5,user_279
2024-03-15,prod3,amazon,Poor build quality,3,user_280
2024-08-28,prod3,amazon,Good value for money,2,user_281
2024-08-06,prod1,amazon,Terrible customer service,4,user_282
2024-05-10,prod1,amazon,Good value for money,4,user_283
2024-04-14,prod2,amazon,Good value for money,2,user_284
2024-01-01,prod3,amazon,Poor build quality,2,user_285
2024-08-31,prod1,amazon,Terrible customer service,1,user_286
2024-02-04,prod2,amazon,Terrible customer service,1,user_287
2024-05-14,prod2,amazon,Terrible customer service,5,user_288
2024-02-05,prod2,amazon,Poor build quality,1,user_289
2024-08-10,prod1,amazon,"Great product, battery lasts long",5,user_290
2024-03-07,prod2,amazon,Good value for money,1,user_291
2024-01-14,prod1,amazon,Good value for money,5,user_292
2024-07-18,prod2,amazon,"Great product, battery lasts long",4,user_293
2024-02-15,prod2,amazon,Poor build quality,2,user_294
2024-05-22,prod2,amazon,Poor build quality,1,user_295
2024-05-30,prod1,amazon,"Satisfied, but camera could be better",3,user_296
2024-05-18,prod2,amazon,Terrible customer service,5,user_297
2024-06-04,prod2,amazon,Poor build quality,1,user_298
2024-01-28,prod2,amazon,Poor build quality,2,user_299
2024-09-21,prod2,amazon,"Great product, battery lasts long",4,user_300
2024-09-18,prod3,amazon,Terrible customer service,5,user_301
2024-08-09,prod2,amazon,Terrible customer service,3,user_302
2024-06-14,prod1,amazon,Good value for money,2,user_303
2024-06-11,prod1,amazon,Good value for money,2,user_304
2024-09-05,prod3,amazon,Poor build quality,4,user_305
2024-02-15,prod1,amazon,Terrible customer service,5,user_306
2024-05-20,prod3,amazon,Terrible customer service,5,user_307
2024-08-16,prod2,amazon,Terrible customer service,5,user_308
2024-01-31,prod3,amazon,"Great product, battery lasts long",2,user_309
2024-05-02,prod3,amazon,"Satisfied, but camera could be better",3,user_310
2024-06-08,prod3,amazon,Poor build quality,4,user_311
2024-08-21,prod2,amazon,Terrible customer service,2,user_312
2024-10-07,prod3,amazon,"Satisfied, but camera could be better",3,user_313
2024-02-22,prod1,amazon,Good value for money,3,user_314
2024-09-19,prod2,amazon,Poor build quality,4,user_315
2024-02-07,prod2,amazon,Terrible customer service,1,user_316
2024-04-02,prod3,amazon,Terrible customer service,1,user_317
2024-03-24,prod1,amazon,Good value for money,5,user_318
2024-02-22,prod3,amazon,Poor build quality,2,user_319
2024-07-10,prod3,amazon,"Great product, battery lasts long",3,user_320
2024-06-28,prod1,amazon,Poor build quality,5,user_321
2024-09-27,prod3,amazon,Terrible customer service,3,user_322
2024-06-03,prod1,amazon,Good value for money,2,user_323
2024-10-14,prod1,amazon,"Great product, battery lasts long",1,user_324
2024-10-09,prod2,amazon,Poor build quality,2,user_325
2024-02-16,prod1,amazon,"Satisfied, but camera could be better",3,user_326
2024-04-12,prod1,amazon,"Satisfied, but camera could be better",4,user_327
2024-05-09,prod2,amazon,Terrible customer service,5,user_328
2024-08-19,prod1,amazon,Good value for money,4,user_329
2024-08-21,prod2,amazon,"Satisfied, but camera could be better",4,user_330
2024-07-25,prod2,amazon,Poor build quality,5,user_331
2024-09-26,prod2,amazon,"Great product, battery lasts long",5,user_332
2024-04-19,prod1,amazon,Good value for money,2,user_333
2024-05-12,prod2,amazon,"Satisfied, but camera could be better",2,user_334
2024-06-22,prod2,amazon,"Great product, battery lasts long",2,user_335
