date,product_id,source,review_text,rating,user_id
2024-08-30,prod3,amazon,"Great product, battery lasts long",5,user_664
2024-03-19,prod3,amazon,"Satisfied, but camera could be better",2,user_665
2024-01-21,prod1,amazon,Good value for money,2,user_666
2024-04-26,prod3,amazon,Poor build quality,4,user_667
2024-07-03,prod1,amazon,Good value for money,4,user_668
2024-06-13,prod1,amazon,Good value for money,2,user_669
2024-01-31,prod3,amazon,"Great product, battery lasts long",2,user_670
2024-02-14,prod2,amazon,Terrible customer service,2,user_671
2024-02-16,prod3,amazon,Good value for money,5,user_672
2024-09-10,prod1,amazon,Good value for money,4,user_673
2024-02-19,prod2,amazon,Good value for money,4,user_674
2024-08-23,prod1,amazon,Good value for money,3,user_675
2024-02-22,prod3,amazon,"Satisfied, but camera could be better",2,user_676
2024-09-15,prod2,amazon,Good value for money,2,user_677
2024-08-04,prod1,amazon,"Great product, battery lasts long",5,user_678
2024-07-11,prod1,amazon,Poor build quality,1,user_679
2024-07-20,prod2,amazon,Good value for money,4,user_680
2024-02-15,prod1,amazon,"Great product, battery lasts long",5,user_681
2024-10-23,prod2,amazon,"Satisfied, but camera could be better",1,user_682
2024-03-23,prod3,amazon,"Great product, battery lasts long",4,user_683
2024-04-11,prod2,amazon,Terrible customer service,5,user_684
2024-07-21,prod3,amazon,Terrible customer service,4,user_685
2024-05-11,prod3,amazon,Poor build quality,4,user_686
2024-05-31,prod2,amazon,Poor build quality,1,user_687
2024-04-23,prod3,amazon,Poor build quality,4,user_688
2024-02-11,prod2,amazon,Poor build quality,1,user_689
2024-06-22,prod1,amazon,Poor build quality,1,user_690
2024-03-04,prod3,amazon,Good value for money,2,user_691
2024-07-13,prod3,amazon,Poor build quality,5,user_692
2024-03-08,prod3,amazon,"Great product, battery lasts long",2,user_693
2024-01-18,prod1,amazon,"Great product, battery lasts long",2,user_694
2024-09-06,prod2,amazon,Poor build quality,3,user_695
2024-05-07,prod2,amazon,"Great product, battery lasts long",4,user_696
2024-05-25,prod2,amazon,Poor build quality,1,user_697
2024-04-11,prod1,amazon,Terrible customer service,5,user_698
2024-09-11,prod2,amazon,Good value for money,5,user_699
2024-09-01,prod3,amazon,Poor build quality,1,user_700
2024-06-09,prod1,amazon,Good value for money,1,user_701
2024-03-15,prod2,amazon,Good value for money,2,user_702
2024-03-10,prod1,amazon,Good value for money,4,user_703
2024-04-12,prod2,amazon,Good value for money,2,user_704
2024-08-13,prod2,amazon,"Great product, battery lasts long",5,user_705
2024-03-30,prod2,amazon,"Satisfied, but camera could be better",2,user_706
2024-04-06,prod2,amazon,Good value for money,4,user_707
2024-10-25,prod2,amazon,Poor build quality,1,user_708
2024-07-14,prod3,amazon,"Satisfied, but camera could be better",3,user_709
2024-09-25,prod3,amazon,Good value for money,4,user_710
2024-04-25,prod1,amazon,Terrible customer service,2,user_711
2024-06-04,prod2,amazon,Poor build quality,4,user_712
2024-01-23,prod1,amazon,"Great product, battery lasts long",1,user_713
2024-05-16,prod3,amazon,"Great product, battery lasts long",5,user_714
2024-09-27,prod2,amazon,Poor build quality,2,user_715
2024-02-12,prod3,amazon,Good value for money,2,user_716
2024-08-18,prod2,amazon,Terrible customer service,4,user_717
2024-04-22,prod3,amazon,Good value for money,3,user_718
2024-04-12,prod1,amazon,"Great product, battery lasts long",5,user_719
2024-10-24,prod1,amazon,Poor build quality,2,user_720
2024-03-20,prod1,amazon,Terrible customer service,1,user_721
2024-06-30,prod3,amazon,Terrible customer service,2,user_722
2024-01-29,prod3,amazon,"Satisfied, but camera could be better",4,user_723
2024-09-07,prod2,amazon,Terrible customer service,4,user_724
2024-05-09,prod3,amazon,"Great product, battery lasts long",5,user_725
2024-03-30,prod3,amazon,"Satisfied, but camera could be better",1,user_726
2024-02-05,prod1,amazon,"Satisfied, but camera could be better",4,user_727
2024-07-30,prod1,amazon,Good value for money,2,user_728
2024-03-04,prod3,amazon,"Great product, battery lasts long",1,user_729
2024-05-28,prod2,amazon,"Great product, battery lasts long",2,user_730
2024-06-07,prod2,amazon,Poor build quality,3,user_731
2024-08-16,prod2,amazon,Good value for money,4,user_732
2024-03-09,prod3,amazon,Good value for money,4,user_733
2024-08-27,prod3,amazon,Poor build quality,3,user_734
2024-09-26,prod2,amazon,"Great product, battery lasts long",5,user_735
2024-09-09,prod3,amazon,"Satisfied, but camera could be better",4,user_736
2024-09-20,prod1,amazon,Terrible customer service,1,user_737
2024-01-02,prod2,amazon,Poor build quality,3,user_738
2024-09-25,prod2,amazon,"Great product, battery lasts long",3,user_739
2024-01-13,prod2,amazon,"Satisfied, but camera could be better",2,user_740
2024-04-11,prod1,amazon,"Satisfied, but camera could be better",5,user_741
2024-03-14,prod1,amazon,Poor build quality,4,user_742
2024-03-30,prod3,amazon,"Satisfied, but camera could be better",5,user_743
2024-09-23,prod1,amazon,Good value for money,4,user_744
2024-10-24,prod1,amazon,"Satisfied, but camera could be better",3,user_745
2024-08-15,prod1,amazon,"Great product, battery lasts long",2,user_746
2024-04-25,prod3,amazon,"Great product, battery lasts long",5,user_747
2024-09-19,prod1,amazon,Terrible customer service,3,user_748
2024-01-06,prod3,amazon,Poor build quality,1,user_749
2024-03-27,prod3,amazon,"Satisfied, but camera could be better",2,user_750
2024-08-26,prod1,amazon,Poor build quality,2,user_751
2024-03-23,prod1,amazon,Poor build quality,4,user_752
2024-08-26,prod1,amazon,Poor build quality,5,user_753
2024-10-20,prod2,amazon,Poor build quality,3,user_754
2024-06-08,prod1,amazon,"Satisfied, but camera could be better",5,user_755
2024-10-17,prod3,amazon,Good value for money,2,user_756
2024-01-29,prod3,amazon,"Satisfied, but camera could be better",5,user_757
2024-05-22,prod3,amazon,Good value for money,2,user_758
2024-05-28,prod2,amazon,Good value for money,3,user_759
2024-01-11,prod3,amazon,Good value for money,3,user_760
2024-09-18,prod1,amazon,Terrible customer service,1,user_761
2024-07-17,prod3,amazon,"Satisfied, but camera could be better",1,user_762
2024-01-18,prod1,amazon,Poor build quality,2,user_763
2024-04-30,prod3,amazon,"Satisfied, but camera could be better",4,user_764
2024-09-22,prod2,amazon,"Satisfied, but camera could be better",2,user_765
2024-02-26,prod3,amazon,Poor build quality,4,user_766
2024-05-23,prod2,amazon,Terrible customer service,1,user_767
2024-06-09,prod1,amazon,"Great product, battery lasts long",3,user_768
2024-06-15,prod3,amazon,"Great product, battery lasts long",1,user_769
2024-07-07,prod2,amazon,Terrible customer service,2,user_770
2024-06-08,prod3,amazon,Good value for money,5,user_771
2024-08-29,prod2,amazon,"Great product, battery lasts long",4,user_772
2024-01-09,prod3,amazon,Poor build quality,5,user_773
2024-02-18,prod1,amazon,"Satisfied, but camera could be better",3,user_774
2024-04-04,prod2,amazon,"Satisfied, but camera could be better",2,user_775
2024-07-20,prod1,amazon,"Satisfied, but camera could be better",4,user_776
2024-04-07,prod1,amazon,Poor build quality,5,user_777
2024-08-30,prod1,amazon,Good value for money,5,user_778
2024-04-02,prod3,amazon,Good value for money,1,user_779
2024-01-27,prod2,amazon,Terrible customer service,2,user_780
2024-09-25,prod1,amazon,Good value for money,2,user_781
2024-08-29,prod2,amazon,"Satisfied, but camera could be better",2,user_782
2024-03-26,prod2,amazon,Poor build quality,2,user_783
2024-03-20,prod2,amazon,"Satisfied, but camera could be better",4,user_784
2024-04-28,prod3,amazon,"Great product, battery lasts long",4,user_785
2024-04-13,prod1,amazon,"Satisfied, but camera could be better",3,user_786
2024-06-23,prod1,amazon,Terrible customer service,1,user_787
2024-07-01,prod1,amazon,"Great product, battery lasts long",2,user_788
2024-09-18,prod3,amazon,Terrible customer service,1,user_789
2024-05-26,prod1,amazon,Poor build quality,1,user_790
2024-05-18,prod1,amazon,"Satisfied, but camera could be better",4,user_791
2024-02-25,prod1,amazon,"Satisfied, but camera could be better",4,user_792
2024-04-17,prod3,amazon,Good value for money,4,user_793
2024-01-26,prod3,amazon,Good value for money,4,user_794
2024-10-09,prod1,amazon,"Satisfied, but camera could be better",4,user_795
2024-02-09,prod2,amazon,Good value for money,4,user_796
2024-07-06,prod3,amazon,Poor build quality,5,user_797
2024-04-13,prod3,amazon,Good value for money,5,user_798
2024-05-22,prod3,amazon,"Great product, battery lasts long",4,user_799
2024-05-06,prod1,amazon,Good value for money,4,user_800
2024-01-16,prod2,amazon,Poor build quality,5,user_801
2024-07-14,prod2,amazon,Good value for money,2,user_802
2024-06-24,prod1,amazon,"Satisfied, but camera could be better",4,user_803
2024-09-18,prod2,amazon,Poor build quality,3,user_804
2024-04-13,prod1,amazon,"Satisfied, but camera could be better",5,user_805
2024-01-29,prod1,amazon,Poor build quality,4,user_806
2024-09-15,prod1,amazon,Poor build quality,4,user_807
2024-09-11,prod3,amazon,Good value for money,5,user_808
2024-06-05,prod2,amazon,"Great product, battery lasts long",5,user_809
2024-03-28,prod2,amazon,Terrible customer service,4,user_810
2024-04-07,prod3,amazon,Terrible customer service,1,user_811
2024-02-18,prod1,amazon,"Great product, battery lasts long",1,user_812
2024-02-26,prod2,amazon,Poor build quality,5,user_813
2024-01-10,prod3,amazon,"Satisfied, but camera could be better",3,user_814
2024-03-08,prod2,amazon,"Satisfied, but camera could be better",2,user_815
2024-08-07,prod2,amazon,"Great product, battery lasts long",1,user_816
2024-02-11,prod1,amazon,"Great product, battery lasts long",2,user_817
2024-02-13,prod2,amazon,"Satisfied, but camera could be better",5,user_818
2024-04-18,prod2,amazon,"Satisfied, but camera could be better",2,user_819
2024-04-08,prod2,amazon,"Satisfied, but camera could be better",1,user_820
2024-04-01,prod2,amazon,Poor build quality,1,user_821
2024-06-14,prod2,amazon,Good value for money,2,user_822
2024-10-05,prod2,amazon,"Satisfied, but camera could be better",3,user_823
2024-07-06,prod1,amazon,Poor build quality,1,user_824
2024-09-12,prod3,amazon,"Great product, battery lasts long",5,user_825
2024-09-22,prod2,amazon,Terrible customer service,3,user_826
2024-05-11,prod1,amazon,Terrible customer service,1,user_827
2024-04-05,prod1,amazon,Good value for money,4,user_828
2024-03-29,prod2,amazon,"Satisfied, but camera could be better",3,user_829
2024-07-29,prod2,amazon,"Satisfied, but camera could be better",1,user_830
2024-01-24,prod1,amazon,Good value for money,1,user_831
2024-05-16,prod2,amazon,"Great product, battery lasts long",4,user_832
2024-08-13,prod2,amazon,Terrible customer service,5,user_833
2024-02-06,prod2,amazon,"Satisfied, but camera could be better",1,user_834
2024-05-31,prod2,amazon,Poor build quality,2,user_835
2024-01-30,prod3,amazon,Terrible customer service,3,user_836
2024-09-19,prod1,amazon,Good value for money,2,user_837
2024-08-19,prod3,amazon,Good value for money,1,user_838
2024-02-01,prod3,amazon,Poor build quality,1,user_839
2024-07-20,prod2,amazon,Terrible customer service,5,user_840
2024-05-29,prod2,amazon,Terrible customer service,2,user_841
2024-08-25,prod2,amazon,"Satisfied, but camera could be better",3,user_842
2024-02-15,prod3,amazon,"Satisfied, but camera could be better",1,user_843
2024-01-13,prod2,amazon,Good value for money,1,user_844
2024-09-29,prod1,amazon,Poor build quality,3,user_845
2024-10-21,prod1,amazon,"Great product, battery lasts long",3,user_846
2024-10-10,prod2,amazon,Poor build quality,5,user_847
2024-03-22,prod3,amazon,"Great product, battery lasts long",4,user_848
2024-08-27,prod2,amazon,Terrible customer service,3,user_849
2024-06-18,prod2,amazon,Good value for money,1,user_850
2024-09-04,prod3,amazon,Poor build quality,3,user_851
2024-02-02,prod1,amazon,Good value for money,4,user_852
2024-03-26,prod3,amazon,Terrible customer service,4,user_853
2024-10-03,prod3,amazon,"Satisfied, but camera could be better",5,user_854
2024-09-03,prod2,amazon,Terrible customer service,3,user_855
2024-02-03,prod1,amazon,Terrible customer service,1,user_856
2024-10-12,prod2,amazon,Poor build quality,3,user_857
2024-03-13,prod2,amazon,"Satisfied, but camera could be better",4,user_858
2024-10-09,prod1,amazon,"Satisfied, but camera could be better",2,user_859
2024-08-08,prod2,amazon,"Great product, battery lasts long",4,user_860
2024-01-16,prod2,amazon,Poor build quality,2,user_861
2024-05-10,prod3,amazon,"Satisfied, but camera could be better",3,user_862
2024-02-29,prod3,amazon,Good value for money,5,user_863
2024-03-11,prod1,amazon,Poor build quality,5,user_864
2024-02-05,prod3,amazon,Good value for money,2,user_865
2024-02-25,prod1,amazon,"Great product, battery lasts long",3,user_866
2024-02-26,prod3,amazon,Terrible customer service,5,user_867
2024-05-14,prod2,amazon,"Satisfied, but camera could be better",1,user_868
2024-04-21,prod1,amazon,Good value for money,5,user_869
2024-02-20,prod1,amazon,Good value for money,4,user_870
2024-03-11,prod3,amazon,"Satisfied, but camera could be better",4,user_871
2024-08-23,prod2,amazon,"Satisfied, but camera could be better",3,user_872
2024-06-06,prod2,amazon,"Satisfied, but camera could be better",2,user_873
2024-05-14,prod3,amazon,Good value for money,1,user_874
2024-06-21,prod1,amazon,Good value for money,1,user_875
2024-06-25,prod1,amazon,"Satisfied, but camera could be better",1,user_876
2024-04-11,prod1,amazon,Terrible customer service,4,user_877
2024-10-10,prod2,amazon,Good value for money,1,user_878
2024-06-25,prod2,amazon,Good value for money,2,user_879
2024-09-27,prod3,amazon,Poor build quality,3,user_880
2024-07-11,prod2,amazon,Good value for money,5,user_881
2024-10-11,prod2,amazon,"Great product, battery lasts long",4,user_882
2024-07-20,prod2,amazon,"Great product, battery lasts long",1,user_883
2024-02-23,prod1,amazon,Poor build quality,4,user_884
2024-01-28,prod3,amazon,Terrible customer service,2,user_885
2024-02-12,prod3,amazon,Good value for money,5,user_886
2024-08-22,prod3,amazon,"Great product, battery lasts long",2,user_887
2024-07-10,prod2,amazon,"Great product, battery lasts long",4,user_888
2024-09-15,prod2,amazon,Terrible customer service,5,user_889
2024-06-05,prod2,amazon,Good value for money,2,user_890
2024-07-16,prod1,amazon,Good value for money,4,user_891
2024-10-02,prod2,amazon,Good value for money,2,user_892
2024-03-13,prod3,amazon,Good value for money,2,user_893
2024-04-25,prod1,amazon,"Satisfied, but camera could be better",1,user_894
2024-08-21,prod2,amazon,Terrible customer service,4,user_895
2024-02-10,prod1,amazon,Poor build quality,5,user_896
2024-04-02,prod3,amazon,Poor build quality,5,user_897
2024-03-07,prod1,amazon,"Great product, battery lasts long",3,user_898
2024-02-13,prod2,amazon,Good value for money,2,user_899
2024-01-22,prod3,amazon,Terrible customer service,3,user_900
2024-02-09,prod3,amazon,Poor build quality,2,user_901
2024-09-16,prod1,amazon,"Great product, battery lasts long",3,user_902
2024-09-15,prod2,amazon,"Great product, battery lasts long",4,user_903
2024-08-09,prod1,amazon,Good value for money,5,user_904
2024-04-13,prod1,amazon,Poor build quality,4,user_905
2024-02-19,prod2,amazon,"Great product, battery lasts long",5,user_906
2024-04-14,prod2,amazon,Terrible customer service,4,user_907
2024-05-18,prod1,amazon,"Satisfied, but camera could be better",3,user_908
2024-08-12,prod2,amazon,Poor build quality,2,user_909
2024-05-23,prod2,amazon,Terrible customer service,1,user_910
2024-03-30,prod3,amazon,Good value for money,5,user_911
2024-01-17,prod2,amazon,"Satisfied, but camera could be better",4,user_912
2024-08-21,prod1,amazon,Poor build quality,1,user_913
2024-08-27,prod3,amazon,"Satisfied, but camera could be better",3,user_914
2024-07-28,prod1,amazon,Terrible customer service,3,user_915
2024-04-23,prod2,amazon,Good value for money,1,user_916
2024-07-14,prod1,amazon,Poor build quality,2,user_917
2024-05-19,prod2,amazon,Poor build quality,4,user_918
2024-01-29,prod3,amazon,Poor build quality,3,user_919
2024-01-17,prod1,amazon,Poor build quality,1,user_920
2024-08-07,prod1,amazon,"Satisfied, but camera could be better",1,user_921
2024-02-25,prod2,amazon,Good value for money,2,user_922
2024-05-30,prod2,amazon,"Great product, battery lasts long",3,user_923
2024-10-20,prod2,amazon,"Great product, battery lasts long",1,user_924
2024-10-08,prod3,amazon,"Satisfied, but camera could be better",5,user_925
2024-05-12,prod1,amazon,Poor build quality,4,user_926
2024-06-04,prod2,amazon,Poor build quality,4,user_927
2024-10-02,prod3,amazon,Good value for money,3,user_928
2024-03-13,prod2,amazon,Good value for money,2,user_929
2024-06-22,prod3,amazon,Good value for money,3,user_930
2024-01-07,prod3,amazon,Good value for money,3,user_931
2024-08-08,prod1,amazon,"Satisfied, but camera could be better",2,user_932
2024-04-08,prod1,amazon,"Great product, battery lasts long",4,user_933
2024-03-18,prod3,amazon,"Satisfied, but camera could be better",4,user_934
2024-03-05,prod1,amazon,"Great product, battery lasts long",5,user_935
2024-06-15,prod2,amazon,"Satisfied, but camera could be better",3,user_936
2024-06-22,prod1,amazon,"Great product, battery lasts long",4,user_937
2024-05-13,prod2,amazon,"Great product, battery lasts long",2,user_938
2024-06-27,prod2,amazon,"Satisfied, but camera could be better",2,user_939
2024-06-02,prod3,amazon,Poor build quality,3,user_940
2024-07-13,prod2,amazon,Poor build quality,3,user_941
2024-10-05,prod3,amazon,"Great product, battery lasts long",1,user_942
2024-01-26,prod1,amazon,Good value for money,2,user_943
2024-04-30,prod2,amazon,Good value for money,3,user_944
2024-09-26,prod3,amazon,Terrible customer service,5,user_945
2024-02-14,prod3,amazon,Terrible customer service,4,user_946
2024-09-07,prod3,amazon,Terrible customer service,4,user_947
2024-09-22,prod2,amazon,"Satisfied, but camera could be better",1,user_948
2024-08-03,prod3,amazon,Good value for money,5,user_949
2024-01-08,prod2,amazon,Terrible customer service,4,user_950
2024-04-03,prod3,amazon,"Satisfied, but camera could be better",2,user_951
2024-03-16,prod3,amazon,Terrible customer service,2,user_952
2024-06-08,prod1,amazon,"Great product, battery lasts long",5,user_953
2024-08-14,prod2,amazon,Poor build quality,3,user_954
2024-05-25,prod2,amazon,Terrible customer service,2,user_955
2024-10-13,prod1,amazon,Poor build quality,3,user_956
2024-09-24,prod1,amazon,Terrible customer service,5,user_957
2024-08-27,prod2,amazon,Good value for money,4,user_958
2024-02-23,prod1,amazon,Terrible customer service,2,user_959
2024-03-04,prod2,amazon,Terrible customer service,2,user_960
2024-09-07,prod1,amazon,Terrible customer service,1,user_961
2024-04-05,prod3,amazon,"Satisfied, but camera could be better",3,user_962
2024-10-22,prod2,amazon,Good value for money,1,user_963
2024-07-10,prod2,amazon,Terrible customer service,4,user_964
2024-05-26,prod3,amazon,Terrible customer service,1,user_965
2024-01-30,prod1,amazon,Poor build quality,1,user_966
2024-01-25,prod1,amazon,Terrible customer service,2,user_967
2024-10-06,prod3,amazon,"Satisfied, but camera could be better",5,user_968
2024-09-01,prod3,amazon,"Great product, battery lasts long",5,user_969
2024-08-14,prod2,amazon,"Great product, battery lasts long",2,user_970
2024-04-02,prod1,amazon,Poor build quality,4,user_971
2024-05-28,prod2,amazon,Good value for money,3,user_972
2024-09-22,prod1,amazon,"Satisfied, but camera could be better",1,user_973
2024-04-01,prod3,amazon,"Satisfied, but camera could be better",2,user_974
2024-02-17,prod2,amazon,"Great product, battery lasts long",3,user_975
2024-03-29,prod2,amazon,Terrible customer service,3,user_976
2024-06-03,prod3,amazon,"Great product, battery lasts long",1,user_977
2024-01-04,prod3,amazon,Good value for money,5,user_978
2024-01-12,prod1,amazon,Terrible customer service,5,user_979
2024-05-22,prod1,amazon,Poor build quality,5,user_980
2024-01-21,prod1,amazon,Poor build quality,5,user_981
2024-01-10,prod3,amazon,Poor build quality,2,user_982
2024-07-14,prod2,amazon,Terrible customer service,1,user_983
2024-09-26,prod2,amazon,Terrible customer service,2,user_984
2024-02-29,prod2,amazon,"Satisfied, but camera could be better",3,user_985
2024-08-14,prod3,amazon,Good value for money,2,user_986
2024-05-04,prod2,amazon,Good value for money,3,user_987
2024-08-14,prod1,amazon,Good value for money,5,user_988
2024-07-03,prod2,amazon,Poor build quality,4,user_989
2024-09-09,prod2,amazon,Good value for money,5,user_990
2024-01-27,prod1,amazon,Good value for money,5,user_991
2024-01-24,prod3,amazon,Poor build quality,5,user_992
2024-10-19,prod3,amazon,Good value for money,1,user_993
2024-02-21,prod1,amazon,"Satisfied, but camera could be better",5,user_994
2024-05-18,prod1,amazon,"Great product, battery lasts long",5,user_995
2024-06-25,prod2,amazon,Terrible customer service,1,user_996
2024-05-08,prod1,amazon,"Great product, battery lasts long",3,user_997
2024-09-10,prod2,amazon,"Satisfied, but camera could be better",4,user_998
2024-09-15,prod3,amazon,Good value for money,4,user_999
